sno,class,method,action,time
"13716","ActionOne","Exception","Fetching_EventsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.310325500"
"13717","ActionOne","getExams","Start","02:29:31.312320"
"13718","ActionOne","Exception","Fetching_ExamsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.312320"
"13719","ActionOne","getManagement","Start","02:29:31.314324900"
"13720","ActionOne","Exception","Fetching_ManagementCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.314324900"
"13721","ActionOne","getParents","Start","02:29:31.316323400"
"13722","ActionOne","Exception","Fetching_ParentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.316323400"
"13723","ActionOne","getSports","Start","02:29:31.318322100"
"13724","ActionOne","Exception","Fetching_SportsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.318322100"
"13725","ActionOne","getStudents","Start","02:29:31.320841700"
"13726","ActionOne","Exception","Fetching_StudentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.320841700"
"13727","ActionOne","getTeacher","Start","02:29:31.322840500"
"13728","ActionOne","Exception","Fetching_TeacherCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.322840500"
"13729","ActionOne","getBooks","Start","02:29:31.324843600"
"13730","ActionOne","Exception","Fetching_BooksCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.324843600"
"13731","ActionOne","getEvents","Start","02:29:31.326839900"
"13732","ActionOne","Exception","Fetching_EventsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.326839900"
"13733","ActionOne","getExams","Start","02:29:31.328838700"
"13734","ActionOne","Exception","Fetching_ExamsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.328838700"
"13735","ActionOne","getManagement","Start","02:29:31.331360100"
"13736","ActionOne","Exception","Fetching_ManagementCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.331360100"
"13737","ActionOne","getParents","Start","02:29:31.333360400"
"13738","ActionOne","Exception","Fetching_ParentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.333360400"
"13739","ActionOne","getSports","Start","02:29:31.336361200"
"13740","ActionOne","Exception","Fetching_SportsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.336361200"
"13741","ActionOne","getStudents","Start","02:29:31.338359700"
"13742","ActionOne","Exception","Fetching_StudentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.338359700"
"13743","ActionOne","getTeacher","Start","02:29:31.340384"
"13744","ActionOne","Exception","Fetching_TeacherCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.340384"
"13745","ActionOne","getBooks","Start","02:29:31.342502100"
"13746","ActionOne","Exception","Fetching_BooksCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.342502100"
"13747","ActionOne","getEvents","Start","02:29:31.344498500"
"13748","ActionOne","Exception","Fetching_EventsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.344498500"
"13749","ActionOne","getExams","Start","02:29:31.347498200"
"13750","ActionOne","Exception","Fetching_ExamsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.347498200"
"13751","ActionOne","getManagement","Start","02:29:31.350498200"
"13752","ActionOne","Exception","Fetching_ManagementCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.351005400"
"13753","ActionOne","getParents","Start","02:29:31.354011300"
"13754","ActionOne","Exception","Fetching_ParentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.354011300"
"13755","ActionOne","getSports","Start","02:29:31.356012"
"13756","ActionOne","Exception","Fetching_SportsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.356012"
"13757","ActionOne","getStudents","Start","02:29:31.360013200"
"13758","ActionOne","Exception","Fetching_StudentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.360013200"
"13759","ActionOne","getTeacher","Start","02:29:31.362522700"
"13760","ActionOne","Exception","Fetching_TeacherCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.362522700"
"13761","ActionOne","getBooks","Start","02:29:31.365545300"
"13762","ActionOne","Exception","Fetching_BooksCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.365545300"
"13763","ActionOne","getEvents","Start","02:29:31.367523500"
"13764","ActionOne","Exception","Fetching_EventsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.367523500"
"13765","ActionOne","getExams","Start","02:29:31.369523300"
"13766","ActionOne","Exception","Fetching_ExamsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.369523300"
"13767","ActionOne","getManagement","Start","02:29:31.371524"
"13768","ActionOne","Exception","Fetching_ManagementCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.371524"
"13769","ActionOne","getParents","Start","02:29:31.375037"
"13770","ActionOne","Exception","Fetching_ParentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.375037"
"13771","ActionOne","getSports","Start","02:29:31.377036400"
"13772","ActionOne","Exception","Fetching_SportsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.377036400"
"13773","ActionOne","getStudents","Start","02:29:31.380036300"
"13774","ActionOne","Exception","Fetching_StudentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.380036300"
"13775","ActionOne","getTeacher","Start","02:29:31.383149600"
"13776","ActionOne","Exception","Fetching_TeacherCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.383149600"
"13777","ActionOne","getBooks","Start","02:29:31.385151100"
"13778","ActionOne","Exception","Fetching_BooksCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.385151100"
"13779","ActionOne","getEvents","Start","02:29:31.387322200"
"13780","ActionOne","Exception","Fetching_EventsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.387322200"
"13781","ActionOne","getExams","Start","02:29:31.389579200"
"13782","ActionOne","Exception","Fetching_ExamsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.389579200"
"13783","ActionOne","getManagement","Start","02:29:31.391749400"
"13784","ActionOne","Exception","Fetching_ManagementCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.391749400"
"13785","ActionOne","getParents","Start","02:29:31.393903100"
"13786","ActionOne","Exception","Fetching_ParentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.393903100"
"13787","ActionOne","getSports","Start","02:29:31.396155500"
"13788","ActionOne","Exception","Fetching_SportsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.396303400"
"13789","ActionOne","getStudents","Start","02:29:31.398497800"
"13790","ActionOne","Exception","Fetching_StudentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.398497800"
"13791","ActionOne","getTeacher","Start","02:29:31.400696600"
"13792","ActionOne","Exception","Fetching_TeacherCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.400696600"
"13793","ActionOne","getBooks","Start","02:29:31.403858400"
"13794","ActionOne","Exception","Fetching_BooksCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.403858400"
"13795","ActionOne","getEvents","Start","02:29:31.406627600"
"13796","ActionOne","Exception","Fetching_EventsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.406627600"
"13797","ActionOne","getExams","Start","02:29:31.408834700"
"13798","ActionOne","Exception","Fetching_ExamsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.408834700"
"13799","ActionOne","getManagement","Start","02:29:31.410978600"
"13800","ActionOne","Exception","Fetching_ManagementCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.411042100"
"13801","ActionOne","getParents","Start","02:29:31.413446500"
"13802","ActionOne","Exception","Fetching_ParentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.413446500"
"13803","ActionOne","getSports","Start","02:29:31.416208"
"13804","ActionOne","Exception","Fetching_SportsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.416208"
"13805","ActionOne","getStudents","Start","02:29:31.418492"
"13806","ActionOne","Exception","Fetching_StudentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.418492"
"13807","ActionOne","getTeacher","Start","02:29:31.420081"
"13808","ActionOne","Exception","Fetching_TeacherCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.420081"
"13809","ActionOne","getBooks","Start","02:29:31.421752"
"13810","ActionOne","Exception","Fetching_BooksCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.421752"
"13811","ActionOne","getEvents","Start","02:29:31.423424400"
"13812","ActionOne","Exception","Fetching_EventsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.423424400"
"13813","ActionOne","getExams","Start","02:29:31.425133800"
"13814","ActionOne","Exception","Fetching_ExamsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.425133800"
"13815","ActionOne","getManagement","Start","02:29:31.426843600"
"13816","ActionOne","Exception","Fetching_ManagementCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.426843600"
"13817","ActionOne","getParents","Start","02:29:31.429498600"
"13818","ActionOne","Exception","Fetching_ParentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.429498600"
"13819","ActionOne","getSports","Start","02:29:31.431113"
"13820","ActionOne","Exception","Fetching_SportsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.431113"
"13821","ActionOne","getStudents","Start","02:29:31.433244800"
"13822","ActionOne","Exception","Fetching_StudentsCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.433244800"
"13823","ActionOne","getTeacher","Start","02:29:31.435366200"
"13824","ActionOne","Exception","Fetching_TeacherCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.435366200"
"13825","ActionOne","getBooks","Start","02:29:31.437530400"
"13826","ActionOne","Exception","Fetching_BooksCould_not_open_JPA_EntityManager_for_transaction;_nested_exception_is_org.hibernate.TransactionException:_JDBC_begin_transaction_failed:_","02:29:31.438068100"
