INSERT INTO BES.Exams VALUES(1,'ExamsName-1','ExamsDescription-1');
INSERT INTO BES.Exams VALUES(9050,'ExamsName-9050','ExamsDescription-9050');
INSERT INTO BES.Exams VALUES(9051,'ExamsName-9051','ExamsDescription-9051');
INSERT INTO BES.Exams VALUES(9052,'ExamsName-9052','ExamsDescription-9052');
INSERT INTO BES.Exams VALUES(9053,'ExamsName-9053','ExamsDescription-9053');
INSERT INTO BES.Exams VALUES(9054,'ExamsName-9054','ExamsDescription-9054');
INSERT INTO BES.Exams VALUES(9055,'ExamsName-9055','ExamsDescription-9055');
INSERT INTO BES.Exams VALUES(9056,'ExamsName-9056','ExamsDescription-9056');
INSERT INTO BES.Exams VALUES(9057,'ExamsName-9057','ExamsDescription-9057');
INSERT INTO BES.Exams VALUES(9058,'ExamsName-9058','ExamsDescription-9058');
INSERT INTO BES.Exams VALUES(9059,'ExamsName-9059','ExamsDescription-9059');
INSERT INTO BES.Exams VALUES(9060,'ExamsName-9060','ExamsDescription-9060');
INSERT INTO BES.Exams VALUES(9061,'ExamsName-9061','ExamsDescription-9061');
INSERT INTO BES.Exams VALUES(9062,'ExamsName-9062','ExamsDescription-9062');
INSERT INTO BES.Exams VALUES(9063,'ExamsName-9063','ExamsDescription-9063');
INSERT INTO BES.Exams VALUES(9064,'ExamsName-9064','ExamsDescription-9064');
INSERT INTO BES.Exams VALUES(9065,'ExamsName-9065','ExamsDescription-9065');
INSERT INTO BES.Exams VALUES(9066,'ExamsName-9066','ExamsDescription-9066');
INSERT INTO BES.Exams VALUES(9067,'ExamsName-9067','ExamsDescription-9067');
INSERT INTO BES.Exams VALUES(9068,'ExamsName-9068','ExamsDescription-9068');
INSERT INTO BES.Exams VALUES(9069,'ExamsName-9069','ExamsDescription-9069');
INSERT INTO BES.Exams VALUES(9070,'ExamsName-9070','ExamsDescription-9070');
INSERT INTO BES.Exams VALUES(9071,'ExamsName-9071','ExamsDescription-9071');
INSERT INTO BES.Exams VALUES(9072,'ExamsName-9072','ExamsDescription-9072');
INSERT INTO BES.Exams VALUES(9073,'ExamsName-9073','ExamsDescription-9073');
INSERT INTO BES.Exams VALUES(9074,'ExamsName-9074','ExamsDescription-9074');
INSERT INTO BES.Exams VALUES(9075,'ExamsName-9075','ExamsDescription-9075');
INSERT INTO BES.Exams VALUES(9076,'ExamsName-9076','ExamsDescription-9076');
INSERT INTO BES.Exams VALUES(9077,'ExamsName-9077','ExamsDescription-9077');
INSERT INTO BES.Exams VALUES(9078,'ExamsName-9078','ExamsDescription-9078');
INSERT INTO BES.Exams VALUES(9079,'ExamsName-9079','ExamsDescription-9079');
INSERT INTO BES.Exams VALUES(9080,'ExamsName-9080','ExamsDescription-9080');
INSERT INTO BES.Exams VALUES(9081,'ExamsName-9081','ExamsDescription-9081');
INSERT INTO BES.Exams VALUES(9082,'ExamsName-9082','ExamsDescription-9082');
INSERT INTO BES.Exams VALUES(9083,'ExamsName-9083','ExamsDescription-9083');
INSERT INTO BES.Exams VALUES(9084,'ExamsName-9084','ExamsDescription-9084');
INSERT INTO BES.Exams VALUES(9085,'ExamsName-9085','ExamsDescription-9085');
INSERT INTO BES.Exams VALUES(9086,'ExamsName-9086','ExamsDescription-9086');
INSERT INTO BES.Exams VALUES(9087,'ExamsName-9087','ExamsDescription-9087');
INSERT INTO BES.Exams VALUES(9088,'ExamsName-9088','ExamsDescription-9088');
INSERT INTO BES.Exams VALUES(9089,'ExamsName-9089','ExamsDescription-9089');
INSERT INTO BES.Exams VALUES(9090,'ExamsName-9090','ExamsDescription-9090');
INSERT INTO BES.Exams VALUES(9091,'ExamsName-9091','ExamsDescription-9091');
INSERT INTO BES.Exams VALUES(9092,'ExamsName-9092','ExamsDescription-9092');
INSERT INTO BES.Exams VALUES(9093,'ExamsName-9093','ExamsDescription-9093');
INSERT INTO BES.Exams VALUES(9094,'ExamsName-9094','ExamsDescription-9094');
INSERT INTO BES.Exams VALUES(9095,'ExamsName-9095','ExamsDescription-9095');
INSERT INTO BES.Exams VALUES(9096,'ExamsName-9096','ExamsDescription-9096');
INSERT INTO BES.Exams VALUES(9097,'ExamsName-9097','ExamsDescription-9097');
INSERT INTO BES.Exams VALUES(9098,'ExamsName-9098','ExamsDescription-9098');
INSERT INTO BES.Exams VALUES(9099,'ExamsName-9099','ExamsDescription-9099');
INSERT INTO BES.Exams VALUES(9100,'ExamsName-9100','ExamsDescription-9100');
INSERT INTO BES.Exams VALUES(9101,'ExamsName-9101','ExamsDescription-9101');
INSERT INTO BES.Exams VALUES(9102,'ExamsName-9102','ExamsDescription-9102');
INSERT INTO BES.Exams VALUES(9103,'ExamsName-9103','ExamsDescription-9103');
INSERT INTO BES.Exams VALUES(9104,'ExamsName-9104','ExamsDescription-9104');
INSERT INTO BES.Exams VALUES(9105,'ExamsName-9105','ExamsDescription-9105');
INSERT INTO BES.Exams VALUES(9106,'ExamsName-9106','ExamsDescription-9106');
INSERT INTO BES.Exams VALUES(9107,'ExamsName-9107','ExamsDescription-9107');
INSERT INTO BES.Exams VALUES(9108,'ExamsName-9108','ExamsDescription-9108');
INSERT INTO BES.Exams VALUES(9109,'ExamsName-9109','ExamsDescription-9109');
INSERT INTO BES.Exams VALUES(9110,'ExamsName-9110','ExamsDescription-9110');
INSERT INTO BES.Exams VALUES(9111,'ExamsName-9111','ExamsDescription-9111');
INSERT INTO BES.Exams VALUES(9112,'ExamsName-9112','ExamsDescription-9112');
INSERT INTO BES.Exams VALUES(9113,'ExamsName-9113','ExamsDescription-9113');
INSERT INTO BES.Exams VALUES(9114,'ExamsName-9114','ExamsDescription-9114');
INSERT INTO BES.Exams VALUES(9115,'ExamsName-9115','ExamsDescription-9115');
INSERT INTO BES.Exams VALUES(9116,'ExamsName-9116','ExamsDescription-9116');
INSERT INTO BES.Exams VALUES(9117,'ExamsName-9117','ExamsDescription-9117');
INSERT INTO BES.Exams VALUES(9118,'ExamsName-9118','ExamsDescription-9118');
INSERT INTO BES.Exams VALUES(9119,'ExamsName-9119','ExamsDescription-9119');
INSERT INTO BES.Exams VALUES(9120,'ExamsName-9120','ExamsDescription-9120');
INSERT INTO BES.Exams VALUES(9121,'ExamsName-9121','ExamsDescription-9121');
INSERT INTO BES.Exams VALUES(9122,'ExamsName-9122','ExamsDescription-9122');
INSERT INTO BES.Exams VALUES(9123,'ExamsName-9123','ExamsDescription-9123');
INSERT INTO BES.Exams VALUES(9124,'ExamsName-9124','ExamsDescription-9124');
INSERT INTO BES.Exams VALUES(9125,'ExamsName-9125','ExamsDescription-9125');
INSERT INTO BES.Exams VALUES(9126,'ExamsName-9126','ExamsDescription-9126');
INSERT INTO BES.Exams VALUES(9127,'ExamsName-9127','ExamsDescription-9127');
INSERT INTO BES.Exams VALUES(9128,'ExamsName-9128','ExamsDescription-9128');
INSERT INTO BES.Exams VALUES(9129,'ExamsName-9129','ExamsDescription-9129');
INSERT INTO BES.Exams VALUES(9130,'ExamsName-9130','ExamsDescription-9130');
INSERT INTO BES.Exams VALUES(9131,'ExamsName-9131','ExamsDescription-9131');
INSERT INTO BES.Exams VALUES(9132,'ExamsName-9132','ExamsDescription-9132');
INSERT INTO BES.Exams VALUES(9133,'ExamsName-9133','ExamsDescription-9133');
INSERT INTO BES.Exams VALUES(9134,'ExamsName-9134','ExamsDescription-9134');
INSERT INTO BES.Exams VALUES(9135,'ExamsName-9135','ExamsDescription-9135');
INSERT INTO BES.Exams VALUES(9136,'ExamsName-9136','ExamsDescription-9136');
INSERT INTO BES.Exams VALUES(9137,'ExamsName-9137','ExamsDescription-9137');
INSERT INTO BES.Exams VALUES(9138,'ExamsName-9138','ExamsDescription-9138');
INSERT INTO BES.Exams VALUES(9139,'ExamsName-9139','ExamsDescription-9139');
INSERT INTO BES.Exams VALUES(9140,'ExamsName-9140','ExamsDescription-9140');
INSERT INTO BES.Exams VALUES(9141,'ExamsName-9141','ExamsDescription-9141');
INSERT INTO BES.Exams VALUES(9142,'ExamsName-9142','ExamsDescription-9142');
INSERT INTO BES.Exams VALUES(9143,'ExamsName-9143','ExamsDescription-9143');
INSERT INTO BES.Exams VALUES(9144,'ExamsName-9144','ExamsDescription-9144');
INSERT INTO BES.Exams VALUES(9145,'ExamsName-9145','ExamsDescription-9145');
INSERT INTO BES.Exams VALUES(9146,'ExamsName-9146','ExamsDescription-9146');
INSERT INTO BES.Exams VALUES(9147,'ExamsName-9147','ExamsDescription-9147');
INSERT INTO BES.Exams VALUES(9148,'ExamsName-9148','ExamsDescription-9148');
INSERT INTO BES.Exams VALUES(9149,'ExamsName-9149','ExamsDescription-9149');
INSERT INTO BES.Exams VALUES(9150,'ExamsName-9150','ExamsDescription-9150');
INSERT INTO BES.Exams VALUES(9151,'ExamsName-9151','ExamsDescription-9151');
INSERT INTO BES.Exams VALUES(9152,'ExamsName-9152','ExamsDescription-9152');
INSERT INTO BES.Exams VALUES(9153,'ExamsName-9153','ExamsDescription-9153');
INSERT INTO BES.Exams VALUES(9154,'ExamsName-9154','ExamsDescription-9154');
INSERT INTO BES.Exams VALUES(9155,'ExamsName-9155','ExamsDescription-9155');
INSERT INTO BES.Exams VALUES(9156,'ExamsName-9156','ExamsDescription-9156');
INSERT INTO BES.Exams VALUES(9157,'ExamsName-9157','ExamsDescription-9157');
INSERT INTO BES.Exams VALUES(9158,'ExamsName-9158','ExamsDescription-9158');
INSERT INTO BES.Exams VALUES(9159,'ExamsName-9159','ExamsDescription-9159');
INSERT INTO BES.Exams VALUES(9160,'ExamsName-9160','ExamsDescription-9160');
INSERT INTO BES.Exams VALUES(9161,'ExamsName-9161','ExamsDescription-9161');
INSERT INTO BES.Exams VALUES(9162,'ExamsName-9162','ExamsDescription-9162');
INSERT INTO BES.Exams VALUES(9163,'ExamsName-9163','ExamsDescription-9163');
INSERT INTO BES.Exams VALUES(9164,'ExamsName-9164','ExamsDescription-9164');
INSERT INTO BES.Exams VALUES(9165,'ExamsName-9165','ExamsDescription-9165');
INSERT INTO BES.Exams VALUES(9166,'ExamsName-9166','ExamsDescription-9166');
INSERT INTO BES.Exams VALUES(9167,'ExamsName-9167','ExamsDescription-9167');
INSERT INTO BES.Exams VALUES(9168,'ExamsName-9168','ExamsDescription-9168');
INSERT INTO BES.Exams VALUES(9169,'ExamsName-9169','ExamsDescription-9169');
INSERT INTO BES.Exams VALUES(9170,'ExamsName-9170','ExamsDescription-9170');
INSERT INTO BES.Exams VALUES(9171,'ExamsName-9171','ExamsDescription-9171');
INSERT INTO BES.Exams VALUES(9172,'ExamsName-9172','ExamsDescription-9172');
INSERT INTO BES.Exams VALUES(9173,'ExamsName-9173','ExamsDescription-9173');
INSERT INTO BES.Exams VALUES(9174,'ExamsName-9174','ExamsDescription-9174');
INSERT INTO BES.Exams VALUES(9175,'ExamsName-9175','ExamsDescription-9175');
INSERT INTO BES.Exams VALUES(9176,'ExamsName-9176','ExamsDescription-9176');
INSERT INTO BES.Exams VALUES(9177,'ExamsName-9177','ExamsDescription-9177');
INSERT INTO BES.Exams VALUES(9178,'ExamsName-9178','ExamsDescription-9178');
INSERT INTO BES.Exams VALUES(9179,'ExamsName-9179','ExamsDescription-9179');
INSERT INTO BES.Exams VALUES(9180,'ExamsName-9180','ExamsDescription-9180');
INSERT INTO BES.Exams VALUES(9181,'ExamsName-9181','ExamsDescription-9181');
INSERT INTO BES.Exams VALUES(9182,'ExamsName-9182','ExamsDescription-9182');
INSERT INTO BES.Exams VALUES(9183,'ExamsName-9183','ExamsDescription-9183');
INSERT INTO BES.Exams VALUES(9184,'ExamsName-9184','ExamsDescription-9184');
INSERT INTO BES.Exams VALUES(9185,'ExamsName-9185','ExamsDescription-9185');
INSERT INTO BES.Exams VALUES(9186,'ExamsName-9186','ExamsDescription-9186');
INSERT INTO BES.Exams VALUES(9187,'ExamsName-9187','ExamsDescription-9187');
INSERT INTO BES.Exams VALUES(9188,'ExamsName-9188','ExamsDescription-9188');
INSERT INTO BES.Exams VALUES(9189,'ExamsName-9189','ExamsDescription-9189');
INSERT INTO BES.Exams VALUES(9190,'ExamsName-9190','ExamsDescription-9190');
INSERT INTO BES.Exams VALUES(9191,'ExamsName-9191','ExamsDescription-9191');
INSERT INTO BES.Exams VALUES(9192,'ExamsName-9192','ExamsDescription-9192');
INSERT INTO BES.Exams VALUES(9193,'ExamsName-9193','ExamsDescription-9193');
INSERT INTO BES.Exams VALUES(9194,'ExamsName-9194','ExamsDescription-9194');
INSERT INTO BES.Exams VALUES(9195,'ExamsName-9195','ExamsDescription-9195');
INSERT INTO BES.Exams VALUES(9196,'ExamsName-9196','ExamsDescription-9196');
INSERT INTO BES.Exams VALUES(9197,'ExamsName-9197','ExamsDescription-9197');
INSERT INTO BES.Exams VALUES(9198,'ExamsName-9198','ExamsDescription-9198');
INSERT INTO BES.Exams VALUES(9199,'ExamsName-9199','ExamsDescription-9199');
INSERT INTO BES.Exams VALUES(9200,'ExamsName-9200','ExamsDescription-9200');
INSERT INTO BES.Exams VALUES(9201,'ExamsName-9201','ExamsDescription-9201');
INSERT INTO BES.Exams VALUES(9202,'ExamsName-9202','ExamsDescription-9202');
INSERT INTO BES.Exams VALUES(9203,'ExamsName-9203','ExamsDescription-9203');
INSERT INTO BES.Exams VALUES(9204,'ExamsName-9204','ExamsDescription-9204');
INSERT INTO BES.Exams VALUES(9205,'ExamsName-9205','ExamsDescription-9205');
INSERT INTO BES.Exams VALUES(9206,'ExamsName-9206','ExamsDescription-9206');
INSERT INTO BES.Exams VALUES(9207,'ExamsName-9207','ExamsDescription-9207');
INSERT INTO BES.Exams VALUES(9208,'ExamsName-9208','ExamsDescription-9208');
INSERT INTO BES.Exams VALUES(9209,'ExamsName-9209','ExamsDescription-9209');
INSERT INTO BES.Exams VALUES(9210,'ExamsName-9210','ExamsDescription-9210');
INSERT INTO BES.Exams VALUES(9211,'ExamsName-9211','ExamsDescription-9211');
INSERT INTO BES.Exams VALUES(9212,'ExamsName-9212','ExamsDescription-9212');
INSERT INTO BES.Exams VALUES(9213,'ExamsName-9213','ExamsDescription-9213');
INSERT INTO BES.Exams VALUES(9214,'ExamsName-9214','ExamsDescription-9214');
INSERT INTO BES.Exams VALUES(9215,'ExamsName-9215','ExamsDescription-9215');
INSERT INTO BES.Exams VALUES(9216,'ExamsName-9216','ExamsDescription-9216');
INSERT INTO BES.Exams VALUES(9217,'ExamsName-9217','ExamsDescription-9217');
INSERT INTO BES.Exams VALUES(9218,'ExamsName-9218','ExamsDescription-9218');
INSERT INTO BES.Exams VALUES(9219,'ExamsName-9219','ExamsDescription-9219');
INSERT INTO BES.Exams VALUES(9220,'ExamsName-9220','ExamsDescription-9220');
INSERT INTO BES.Exams VALUES(9221,'ExamsName-9221','ExamsDescription-9221');
INSERT INTO BES.Exams VALUES(9222,'ExamsName-9222','ExamsDescription-9222');
INSERT INTO BES.Exams VALUES(9223,'ExamsName-9223','ExamsDescription-9223');
INSERT INTO BES.Exams VALUES(9224,'ExamsName-9224','ExamsDescription-9224');
INSERT INTO BES.Exams VALUES(9225,'ExamsName-9225','ExamsDescription-9225');
INSERT INTO BES.Exams VALUES(9226,'ExamsName-9226','ExamsDescription-9226');
INSERT INTO BES.Exams VALUES(9227,'ExamsName-9227','ExamsDescription-9227');
INSERT INTO BES.Exams VALUES(9228,'ExamsName-9228','ExamsDescription-9228');
INSERT INTO BES.Exams VALUES(9229,'ExamsName-9229','ExamsDescription-9229');
INSERT INTO BES.Exams VALUES(9230,'ExamsName-9230','ExamsDescription-9230');
INSERT INTO BES.Exams VALUES(9231,'ExamsName-9231','ExamsDescription-9231');
INSERT INTO BES.Exams VALUES(9232,'ExamsName-9232','ExamsDescription-9232');
INSERT INTO BES.Exams VALUES(9233,'ExamsName-9233','ExamsDescription-9233');
INSERT INTO BES.Exams VALUES(9234,'ExamsName-9234','ExamsDescription-9234');
INSERT INTO BES.Exams VALUES(9235,'ExamsName-9235','ExamsDescription-9235');
INSERT INTO BES.Exams VALUES(9236,'ExamsName-9236','ExamsDescription-9236');
INSERT INTO BES.Exams VALUES(9237,'ExamsName-9237','ExamsDescription-9237');
INSERT INTO BES.Exams VALUES(9238,'ExamsName-9238','ExamsDescription-9238');
INSERT INTO BES.Exams VALUES(9239,'ExamsName-9239','ExamsDescription-9239');
INSERT INTO BES.Exams VALUES(9240,'ExamsName-9240','ExamsDescription-9240');
INSERT INTO BES.Exams VALUES(9241,'ExamsName-9241','ExamsDescription-9241');
INSERT INTO BES.Exams VALUES(9242,'ExamsName-9242','ExamsDescription-9242');
INSERT INTO BES.Exams VALUES(9243,'ExamsName-9243','ExamsDescription-9243');
INSERT INTO BES.Exams VALUES(9244,'ExamsName-9244','ExamsDescription-9244');
INSERT INTO BES.Exams VALUES(9245,'ExamsName-9245','ExamsDescription-9245');
INSERT INTO BES.Exams VALUES(9246,'ExamsName-9246','ExamsDescription-9246');
INSERT INTO BES.Exams VALUES(9247,'ExamsName-9247','ExamsDescription-9247');
INSERT INTO BES.Exams VALUES(9248,'ExamsName-9248','ExamsDescription-9248');
INSERT INTO BES.Exams VALUES(9249,'ExamsName-9249','ExamsDescription-9249');
INSERT INTO BES.Exams VALUES(9250,'ExamsName-9250','ExamsDescription-9250');
INSERT INTO BES.Exams VALUES(9251,'ExamsName-9251','ExamsDescription-9251');
INSERT INTO BES.Exams VALUES(9252,'ExamsName-9252','ExamsDescription-9252');
INSERT INTO BES.Exams VALUES(9253,'ExamsName-9253','ExamsDescription-9253');
INSERT INTO BES.Exams VALUES(9254,'ExamsName-9254','ExamsDescription-9254');
INSERT INTO BES.Exams VALUES(9255,'ExamsName-9255','ExamsDescription-9255');
INSERT INTO BES.Exams VALUES(9256,'ExamsName-9256','ExamsDescription-9256');
INSERT INTO BES.Exams VALUES(9257,'ExamsName-9257','ExamsDescription-9257');
INSERT INTO BES.Exams VALUES(9258,'ExamsName-9258','ExamsDescription-9258');
INSERT INTO BES.Exams VALUES(9259,'ExamsName-9259','ExamsDescription-9259');
INSERT INTO BES.Exams VALUES(9260,'ExamsName-9260','ExamsDescription-9260');
INSERT INTO BES.Exams VALUES(9261,'ExamsName-9261','ExamsDescription-9261');
INSERT INTO BES.Exams VALUES(9262,'ExamsName-9262','ExamsDescription-9262');
INSERT INTO BES.Exams VALUES(9263,'ExamsName-9263','ExamsDescription-9263');
INSERT INTO BES.Exams VALUES(9264,'ExamsName-9264','ExamsDescription-9264');
INSERT INTO BES.Exams VALUES(9265,'ExamsName-9265','ExamsDescription-9265');
INSERT INTO BES.Exams VALUES(9266,'ExamsName-9266','ExamsDescription-9266');
INSERT INTO BES.Exams VALUES(9267,'ExamsName-9267','ExamsDescription-9267');
INSERT INTO BES.Exams VALUES(9268,'ExamsName-9268','ExamsDescription-9268');
INSERT INTO BES.Exams VALUES(9269,'ExamsName-9269','ExamsDescription-9269');
INSERT INTO BES.Exams VALUES(9270,'ExamsName-9270','ExamsDescription-9270');
INSERT INTO BES.Exams VALUES(9271,'ExamsName-9271','ExamsDescription-9271');
INSERT INTO BES.Exams VALUES(9272,'ExamsName-9272','ExamsDescription-9272');
INSERT INTO BES.Exams VALUES(9273,'ExamsName-9273','ExamsDescription-9273');
INSERT INTO BES.Exams VALUES(9274,'ExamsName-9274','ExamsDescription-9274');
INSERT INTO BES.Exams VALUES(9275,'ExamsName-9275','ExamsDescription-9275');
INSERT INTO BES.Exams VALUES(9276,'ExamsName-9276','ExamsDescription-9276');
INSERT INTO BES.Exams VALUES(9277,'ExamsName-9277','ExamsDescription-9277');
INSERT INTO BES.Exams VALUES(9278,'ExamsName-9278','ExamsDescription-9278');
INSERT INTO BES.Exams VALUES(9279,'ExamsName-9279','ExamsDescription-9279');
INSERT INTO BES.Exams VALUES(9280,'ExamsName-9280','ExamsDescription-9280');
INSERT INTO BES.Exams VALUES(9281,'ExamsName-9281','ExamsDescription-9281');
INSERT INTO BES.Exams VALUES(9282,'ExamsName-9282','ExamsDescription-9282');
INSERT INTO BES.Exams VALUES(9283,'ExamsName-9283','ExamsDescription-9283');
INSERT INTO BES.Exams VALUES(9284,'ExamsName-9284','ExamsDescription-9284');
INSERT INTO BES.Exams VALUES(9285,'ExamsName-9285','ExamsDescription-9285');
INSERT INTO BES.Exams VALUES(9286,'ExamsName-9286','ExamsDescription-9286');
INSERT INTO BES.Exams VALUES(9287,'ExamsName-9287','ExamsDescription-9287');
INSERT INTO BES.Exams VALUES(9288,'ExamsName-9288','ExamsDescription-9288');
INSERT INTO BES.Exams VALUES(9289,'ExamsName-9289','ExamsDescription-9289');
INSERT INTO BES.Exams VALUES(9290,'ExamsName-9290','ExamsDescription-9290');
INSERT INTO BES.Exams VALUES(9291,'ExamsName-9291','ExamsDescription-9291');
INSERT INTO BES.Exams VALUES(9292,'ExamsName-9292','ExamsDescription-9292');
INSERT INTO BES.Exams VALUES(9293,'ExamsName-9293','ExamsDescription-9293');
INSERT INTO BES.Exams VALUES(9294,'ExamsName-9294','ExamsDescription-9294');
INSERT INTO BES.Exams VALUES(9295,'ExamsName-9295','ExamsDescription-9295');
INSERT INTO BES.Exams VALUES(9296,'ExamsName-9296','ExamsDescription-9296');
INSERT INTO BES.Exams VALUES(9297,'ExamsName-9297','ExamsDescription-9297');
INSERT INTO BES.Exams VALUES(9298,'ExamsName-9298','ExamsDescription-9298');
INSERT INTO BES.Exams VALUES(9299,'ExamsName-9299','ExamsDescription-9299');
INSERT INTO BES.Exams VALUES(9300,'ExamsName-9300','ExamsDescription-9300');
INSERT INTO BES.Exams VALUES(9301,'ExamsName-9301','ExamsDescription-9301');
INSERT INTO BES.Exams VALUES(9302,'ExamsName-9302','ExamsDescription-9302');
INSERT INTO BES.Exams VALUES(9303,'ExamsName-9303','ExamsDescription-9303');
INSERT INTO BES.Exams VALUES(9304,'ExamsName-9304','ExamsDescription-9304');
INSERT INTO BES.Exams VALUES(9305,'ExamsName-9305','ExamsDescription-9305');
INSERT INTO BES.Exams VALUES(9306,'ExamsName-9306','ExamsDescription-9306');
INSERT INTO BES.Exams VALUES(9307,'ExamsName-9307','ExamsDescription-9307');
INSERT INTO BES.Exams VALUES(9308,'ExamsName-9308','ExamsDescription-9308');
INSERT INTO BES.Exams VALUES(9309,'ExamsName-9309','ExamsDescription-9309');
INSERT INTO BES.Exams VALUES(9310,'ExamsName-9310','ExamsDescription-9310');
