INSERT INTO BES.Management VALUES(1,'ManagementName-1','ManagementDescription-1');
INSERT INTO BES.Management VALUES(7496,'ManagementName-7496','ManagementDescription-7496');
INSERT INTO BES.Management VALUES(7497,'ManagementName-7497','ManagementDescription-7497');
INSERT INTO BES.Management VALUES(7498,'ManagementName-7498','ManagementDescription-7498');
INSERT INTO BES.Management VALUES(7499,'ManagementName-7499','ManagementDescription-7499');
INSERT INTO BES.Management VALUES(7500,'ManagementName-7500','ManagementDescription-7500');
INSERT INTO BES.Management VALUES(7501,'ManagementName-7501','ManagementDescription-7501');
INSERT INTO BES.Management VALUES(7502,'ManagementName-7502','ManagementDescription-7502');
INSERT INTO BES.Management VALUES(7503,'ManagementName-7503','ManagementDescription-7503');
INSERT INTO BES.Management VALUES(7504,'ManagementName-7504','ManagementDescription-7504');
INSERT INTO BES.Management VALUES(7505,'ManagementName-7505','ManagementDescription-7505');
INSERT INTO BES.Management VALUES(7506,'ManagementName-7506','ManagementDescription-7506');
INSERT INTO BES.Management VALUES(7507,'ManagementName-7507','ManagementDescription-7507');
INSERT INTO BES.Management VALUES(7508,'ManagementName-7508','ManagementDescription-7508');
INSERT INTO BES.Management VALUES(7509,'ManagementName-7509','ManagementDescription-7509');
INSERT INTO BES.Management VALUES(7510,'ManagementName-7510','ManagementDescription-7510');
INSERT INTO BES.Management VALUES(7511,'ManagementName-7511','ManagementDescription-7511');
INSERT INTO BES.Management VALUES(7512,'ManagementName-7512','ManagementDescription-7512');
INSERT INTO BES.Management VALUES(7513,'ManagementName-7513','ManagementDescription-7513');
INSERT INTO BES.Management VALUES(7514,'ManagementName-7514','ManagementDescription-7514');
INSERT INTO BES.Management VALUES(7515,'ManagementName-7515','ManagementDescription-7515');
INSERT INTO BES.Management VALUES(7516,'ManagementName-7516','ManagementDescription-7516');
INSERT INTO BES.Management VALUES(7517,'ManagementName-7517','ManagementDescription-7517');
INSERT INTO BES.Management VALUES(7518,'ManagementName-7518','ManagementDescription-7518');
INSERT INTO BES.Management VALUES(7519,'ManagementName-7519','ManagementDescription-7519');
INSERT INTO BES.Management VALUES(7520,'ManagementName-7520','ManagementDescription-7520');
INSERT INTO BES.Management VALUES(7521,'ManagementName-7521','ManagementDescription-7521');
INSERT INTO BES.Management VALUES(7522,'ManagementName-7522','ManagementDescription-7522');
INSERT INTO BES.Management VALUES(7523,'ManagementName-7523','ManagementDescription-7523');
INSERT INTO BES.Management VALUES(7524,'ManagementName-7524','ManagementDescription-7524');
INSERT INTO BES.Management VALUES(7525,'ManagementName-7525','ManagementDescription-7525');
INSERT INTO BES.Management VALUES(7526,'ManagementName-7526','ManagementDescription-7526');
INSERT INTO BES.Management VALUES(7527,'ManagementName-7527','ManagementDescription-7527');
INSERT INTO BES.Management VALUES(7528,'ManagementName-7528','ManagementDescription-7528');
INSERT INTO BES.Management VALUES(7529,'ManagementName-7529','ManagementDescription-7529');
INSERT INTO BES.Management VALUES(7530,'ManagementName-7530','ManagementDescription-7530');
INSERT INTO BES.Management VALUES(7531,'ManagementName-7531','ManagementDescription-7531');
INSERT INTO BES.Management VALUES(7532,'ManagementName-7532','ManagementDescription-7532');
INSERT INTO BES.Management VALUES(7533,'ManagementName-7533','ManagementDescription-7533');
INSERT INTO BES.Management VALUES(7534,'ManagementName-7534','ManagementDescription-7534');
INSERT INTO BES.Management VALUES(7535,'ManagementName-7535','ManagementDescription-7535');
INSERT INTO BES.Management VALUES(7536,'ManagementName-7536','ManagementDescription-7536');
INSERT INTO BES.Management VALUES(7537,'ManagementName-7537','ManagementDescription-7537');
INSERT INTO BES.Management VALUES(7538,'ManagementName-7538','ManagementDescription-7538');
INSERT INTO BES.Management VALUES(7539,'ManagementName-7539','ManagementDescription-7539');
INSERT INTO BES.Management VALUES(7540,'ManagementName-7540','ManagementDescription-7540');
INSERT INTO BES.Management VALUES(7541,'ManagementName-7541','ManagementDescription-7541');
INSERT INTO BES.Management VALUES(7542,'ManagementName-7542','ManagementDescription-7542');
INSERT INTO BES.Management VALUES(7543,'ManagementName-7543','ManagementDescription-7543');
INSERT INTO BES.Management VALUES(7544,'ManagementName-7544','ManagementDescription-7544');
INSERT INTO BES.Management VALUES(7545,'ManagementName-7545','ManagementDescription-7545');
INSERT INTO BES.Management VALUES(7546,'ManagementName-7546','ManagementDescription-7546');
INSERT INTO BES.Management VALUES(7547,'ManagementName-7547','ManagementDescription-7547');
INSERT INTO BES.Management VALUES(7548,'ManagementName-7548','ManagementDescription-7548');
INSERT INTO BES.Management VALUES(7549,'ManagementName-7549','ManagementDescription-7549');
INSERT INTO BES.Management VALUES(7550,'ManagementName-7550','ManagementDescription-7550');
INSERT INTO BES.Management VALUES(7551,'ManagementName-7551','ManagementDescription-7551');
INSERT INTO BES.Management VALUES(7552,'ManagementName-7552','ManagementDescription-7552');
INSERT INTO BES.Management VALUES(7553,'ManagementName-7553','ManagementDescription-7553');
INSERT INTO BES.Management VALUES(7554,'ManagementName-7554','ManagementDescription-7554');
INSERT INTO BES.Management VALUES(7555,'ManagementName-7555','ManagementDescription-7555');
INSERT INTO BES.Management VALUES(7556,'ManagementName-7556','ManagementDescription-7556');
INSERT INTO BES.Management VALUES(7557,'ManagementName-7557','ManagementDescription-7557');
INSERT INTO BES.Management VALUES(7558,'ManagementName-7558','ManagementDescription-7558');
INSERT INTO BES.Management VALUES(7559,'ManagementName-7559','ManagementDescription-7559');
INSERT INTO BES.Management VALUES(7560,'ManagementName-7560','ManagementDescription-7560');
INSERT INTO BES.Management VALUES(7561,'ManagementName-7561','ManagementDescription-7561');
INSERT INTO BES.Management VALUES(7562,'ManagementName-7562','ManagementDescription-7562');
INSERT INTO BES.Management VALUES(7563,'ManagementName-7563','ManagementDescription-7563');
INSERT INTO BES.Management VALUES(7564,'ManagementName-7564','ManagementDescription-7564');
INSERT INTO BES.Management VALUES(7565,'ManagementName-7565','ManagementDescription-7565');
INSERT INTO BES.Management VALUES(7566,'ManagementName-7566','ManagementDescription-7566');
INSERT INTO BES.Management VALUES(7567,'ManagementName-7567','ManagementDescription-7567');
INSERT INTO BES.Management VALUES(7568,'ManagementName-7568','ManagementDescription-7568');
INSERT INTO BES.Management VALUES(7569,'ManagementName-7569','ManagementDescription-7569');
INSERT INTO BES.Management VALUES(7570,'ManagementName-7570','ManagementDescription-7570');
INSERT INTO BES.Management VALUES(7571,'ManagementName-7571','ManagementDescription-7571');
INSERT INTO BES.Management VALUES(7572,'ManagementName-7572','ManagementDescription-7572');
INSERT INTO BES.Management VALUES(7573,'ManagementName-7573','ManagementDescription-7573');
INSERT INTO BES.Management VALUES(7574,'ManagementName-7574','ManagementDescription-7574');
INSERT INTO BES.Management VALUES(7575,'ManagementName-7575','ManagementDescription-7575');
INSERT INTO BES.Management VALUES(7576,'ManagementName-7576','ManagementDescription-7576');
INSERT INTO BES.Management VALUES(7577,'ManagementName-7577','ManagementDescription-7577');
INSERT INTO BES.Management VALUES(7578,'ManagementName-7578','ManagementDescription-7578');
INSERT INTO BES.Management VALUES(7579,'ManagementName-7579','ManagementDescription-7579');
INSERT INTO BES.Management VALUES(7580,'ManagementName-7580','ManagementDescription-7580');
INSERT INTO BES.Management VALUES(7581,'ManagementName-7581','ManagementDescription-7581');
INSERT INTO BES.Management VALUES(7582,'ManagementName-7582','ManagementDescription-7582');
INSERT INTO BES.Management VALUES(7583,'ManagementName-7583','ManagementDescription-7583');
INSERT INTO BES.Management VALUES(7584,'ManagementName-7584','ManagementDescription-7584');
INSERT INTO BES.Management VALUES(7585,'ManagementName-7585','ManagementDescription-7585');
INSERT INTO BES.Management VALUES(7586,'ManagementName-7586','ManagementDescription-7586');
INSERT INTO BES.Management VALUES(7587,'ManagementName-7587','ManagementDescription-7587');
INSERT INTO BES.Management VALUES(7588,'ManagementName-7588','ManagementDescription-7588');
INSERT INTO BES.Management VALUES(7589,'ManagementName-7589','ManagementDescription-7589');
INSERT INTO BES.Management VALUES(7590,'ManagementName-7590','ManagementDescription-7590');
INSERT INTO BES.Management VALUES(7591,'ManagementName-7591','ManagementDescription-7591');
INSERT INTO BES.Management VALUES(7592,'ManagementName-7592','ManagementDescription-7592');
INSERT INTO BES.Management VALUES(7593,'ManagementName-7593','ManagementDescription-7593');
INSERT INTO BES.Management VALUES(7594,'ManagementName-7594','ManagementDescription-7594');
INSERT INTO BES.Management VALUES(7595,'ManagementName-7595','ManagementDescription-7595');
INSERT INTO BES.Management VALUES(7596,'ManagementName-7596','ManagementDescription-7596');
INSERT INTO BES.Management VALUES(7597,'ManagementName-7597','ManagementDescription-7597');
INSERT INTO BES.Management VALUES(7598,'ManagementName-7598','ManagementDescription-7598');
INSERT INTO BES.Management VALUES(7599,'ManagementName-7599','ManagementDescription-7599');
INSERT INTO BES.Management VALUES(7600,'ManagementName-7600','ManagementDescription-7600');
INSERT INTO BES.Management VALUES(7601,'ManagementName-7601','ManagementDescription-7601');
INSERT INTO BES.Management VALUES(7602,'ManagementName-7602','ManagementDescription-7602');
INSERT INTO BES.Management VALUES(7603,'ManagementName-7603','ManagementDescription-7603');
INSERT INTO BES.Management VALUES(7604,'ManagementName-7604','ManagementDescription-7604');
INSERT INTO BES.Management VALUES(7605,'ManagementName-7605','ManagementDescription-7605');
INSERT INTO BES.Management VALUES(7606,'ManagementName-7606','ManagementDescription-7606');
INSERT INTO BES.Management VALUES(7607,'ManagementName-7607','ManagementDescription-7607');
INSERT INTO BES.Management VALUES(7608,'ManagementName-7608','ManagementDescription-7608');
INSERT INTO BES.Management VALUES(7609,'ManagementName-7609','ManagementDescription-7609');
INSERT INTO BES.Management VALUES(7610,'ManagementName-7610','ManagementDescription-7610');
INSERT INTO BES.Management VALUES(7611,'ManagementName-7611','ManagementDescription-7611');
INSERT INTO BES.Management VALUES(7612,'ManagementName-7612','ManagementDescription-7612');
INSERT INTO BES.Management VALUES(7613,'ManagementName-7613','ManagementDescription-7613');
INSERT INTO BES.Management VALUES(7614,'ManagementName-7614','ManagementDescription-7614');
INSERT INTO BES.Management VALUES(7615,'ManagementName-7615','ManagementDescription-7615');
INSERT INTO BES.Management VALUES(7616,'ManagementName-7616','ManagementDescription-7616');
INSERT INTO BES.Management VALUES(7617,'ManagementName-7617','ManagementDescription-7617');
INSERT INTO BES.Management VALUES(7618,'ManagementName-7618','ManagementDescription-7618');
INSERT INTO BES.Management VALUES(7619,'ManagementName-7619','ManagementDescription-7619');
INSERT INTO BES.Management VALUES(7620,'ManagementName-7620','ManagementDescription-7620');
INSERT INTO BES.Management VALUES(7621,'ManagementName-7621','ManagementDescription-7621');
INSERT INTO BES.Management VALUES(7622,'ManagementName-7622','ManagementDescription-7622');
INSERT INTO BES.Management VALUES(7623,'ManagementName-7623','ManagementDescription-7623');
INSERT INTO BES.Management VALUES(7624,'ManagementName-7624','ManagementDescription-7624');
INSERT INTO BES.Management VALUES(7625,'ManagementName-7625','ManagementDescription-7625');
INSERT INTO BES.Management VALUES(7626,'ManagementName-7626','ManagementDescription-7626');
INSERT INTO BES.Management VALUES(7627,'ManagementName-7627','ManagementDescription-7627');
INSERT INTO BES.Management VALUES(7628,'ManagementName-7628','ManagementDescription-7628');
INSERT INTO BES.Management VALUES(7629,'ManagementName-7629','ManagementDescription-7629');
INSERT INTO BES.Management VALUES(7630,'ManagementName-7630','ManagementDescription-7630');
INSERT INTO BES.Management VALUES(7631,'ManagementName-7631','ManagementDescription-7631');
INSERT INTO BES.Management VALUES(7632,'ManagementName-7632','ManagementDescription-7632');
INSERT INTO BES.Management VALUES(7633,'ManagementName-7633','ManagementDescription-7633');
INSERT INTO BES.Management VALUES(7634,'ManagementName-7634','ManagementDescription-7634');
INSERT INTO BES.Management VALUES(7635,'ManagementName-7635','ManagementDescription-7635');
INSERT INTO BES.Management VALUES(7636,'ManagementName-7636','ManagementDescription-7636');
INSERT INTO BES.Management VALUES(7637,'ManagementName-7637','ManagementDescription-7637');
INSERT INTO BES.Management VALUES(7638,'ManagementName-7638','ManagementDescription-7638');
INSERT INTO BES.Management VALUES(7639,'ManagementName-7639','ManagementDescription-7639');
INSERT INTO BES.Management VALUES(7640,'ManagementName-7640','ManagementDescription-7640');
INSERT INTO BES.Management VALUES(7641,'ManagementName-7641','ManagementDescription-7641');
INSERT INTO BES.Management VALUES(7642,'ManagementName-7642','ManagementDescription-7642');
INSERT INTO BES.Management VALUES(7643,'ManagementName-7643','ManagementDescription-7643');
INSERT INTO BES.Management VALUES(7644,'ManagementName-7644','ManagementDescription-7644');
INSERT INTO BES.Management VALUES(7645,'ManagementName-7645','ManagementDescription-7645');
INSERT INTO BES.Management VALUES(7646,'ManagementName-7646','ManagementDescription-7646');
INSERT INTO BES.Management VALUES(7647,'ManagementName-7647','ManagementDescription-7647');
INSERT INTO BES.Management VALUES(7648,'ManagementName-7648','ManagementDescription-7648');
INSERT INTO BES.Management VALUES(7649,'ManagementName-7649','ManagementDescription-7649');
INSERT INTO BES.Management VALUES(7650,'ManagementName-7650','ManagementDescription-7650');
INSERT INTO BES.Management VALUES(7651,'ManagementName-7651','ManagementDescription-7651');
INSERT INTO BES.Management VALUES(7652,'ManagementName-7652','ManagementDescription-7652');
INSERT INTO BES.Management VALUES(7653,'ManagementName-7653','ManagementDescription-7653');
